id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
247290,Specious modern studio near the state opera house,518644,Michael,,Margareten,48.19554,16.35863,Entire home/apt,,30,57,2022-06-05,0.35,32,364,0,
247879,Stadtnest (City Nest) Studio for 2,1280395,Barbara,,Mariahilf,48.1929,16.34508,Entire home/apt,98,32,62,2025-02-18,0.42,3,66,10,
251790,Room with a view near the center,1266494,Judith,,Leopoldstadt,48.21928,16.38104,Entire home/apt,61,4,146,2025-02-09,0.91,2,210,16,
252052,City Centre with Garden - Apt. 11,175131,Ingela,,Neubau,48.20549,16.35443,Entire home/apt,241,30,258,2025-01-01,1.59,14,174,18,
263788,Classic & Cool Urban Living Vienna,1384125,Christian,,Leopoldstadt,48.21992,16.37994,Entire home/apt,77,2,201,2024-12-23,1.24,1,220,19,
264707,City-Flat Prater-2024 Special,1143756,Stephan,,Leopoldstadt,48.22189,16.39857,Entire home/apt,47,30,408,2024-11-01,2.54,1,276,1,
265300,Concerto large 3-bedroom apartment nearJudenplatz,1391676,Marc,,Innere Stadt,48.21104,16.36991,Entire home/apt,253,1,135,2023-05-02,0.93,4,222,0,
271754,Room with a view near the center,1266494,Judith,,Leopoldstadt,48.21928,16.38104,Entire home/apt,61,4,141,2025-02-24,0.90,2,1,28,
271872,Rent Holiday Apartment in Vienna!,1422776,Isabella Tabibian,,Margareten,48.18747,16.34898,Entire home/apt,112,4,13,2025-01-02,0.08,1,365,3,
291635,City Apartment at the Danube Canal,1510847,Katerina,,Brigittenau,48.23429,16.36409,Entire home/apt,52,30,306,2024-09-28,1.96,4,228,10,
293442,Charming apartment near city center!,1108400,Dan,,Leopoldstadt,48.21699,16.3839,Entire home/apt,46,5,274,2025-02-19,1.71,14,0,60,
293667,SUITE - 10 hotspots in 10 minutes,1100216,Belinda,,Margareten,48.18461,16.35976,Entire home/apt,43,29,337,2025-02-16,2.11,2,215,23,
298176,Traditional Apartments Vienna City,1537009,Ingeborg,,Brigittenau,48.23456,16.37933,Entire home/apt,84,2,86,2024-06-13,0.54,1,1,5,
300702,Beautiful Apartment near Schwedenplatz - Apt 15,1547126,Anna & Vladan,,Innere Stadt,48.20994,16.3787,Entire home/apt,245,1,497,2025-01-03,3.12,52,236,4,
302499,Fragola Verde - my home in vienna,1557725,Kurt,,Landstra§e,48.196781158447266,16.40378761291504,Entire home/apt,92,4,24,2025-02-22,0.15,5,0,7,
305788,Direct at the Center room with private shower,518644,Michael,,Margareten,48.19357,16.35849,Private room,,1,55,2022-09-18,0.35,32,0,0,
305796,City Center Room with private shower and sink.,518644,Michael,,Margareten,48.1949,16.35879,Private room,50,1,85,2025-01-18,0.54,32,213,28,
308169,Vienna/Austria Center Apartment,1586562,Michael,,Wieden,48.18916,16.36725,Entire home/apt,,2,25,2016-04-21,0.16,1,0,0,
311836,Near Palace Schönbrunn - Apt. 3,175131,Ingela,,Rudolfsheim-Fnfhaus,48.18467,16.32795,Entire home/apt,70,1,109,2025-01-04,0.70,14,279,5,
311904,COMFORT SUITE- 10Hotspots10Minuten,1100216,Belinda,,Margareten,48.18461,16.35976,Entire home/apt,41,29,200,2025-03-03,1.27,2,230,24,
327876,Beautiful Loft-style Apartment,1675660,Anja,,Ottakring,48.20902,16.3317,Entire home/apt,75,5,77,2025-01-05,0.50,1,93,7,
333486,Cosy appartment near city center :),1698829,Susanna,,Leopoldstadt,48.22232,16.3722,Entire home/apt,,20,13,2023-03-01,0.10,1,0,0,
349539,Wake up with a glance to the sky,1770728,Reinhold,,Hernals,48.2188,16.32799,Private room,,2,13,2019-01-02,0.08,1,0,0,
349560,Citycenter+Terrace + free garage,1771038,Agnes,,Landstra§e,48.20916,16.39557,Entire home/apt,170,10,35,2023-10-13,0.26,1,55,0,
358058,Feel at home with private! bathroom,1785960,Ulrike,,Ottakring,48.21912,16.30937,Private room,29,30,250,2025-01-12,1.59,2,154,30,
358337,Stadtnest Bed & Breakfast - Wien,1280395,Barbara,,Mariahilf,48.19283,16.34387,Private room,100,3,15,2024-10-06,0.15,3,2,2,
375192,Experience Vienna’s Center with private shower,518644,Michael,,Margareten,48.19444,16.35969,Private room,56,1,127,2024-12-29,0.81,32,229,14,
392603,City Centre Studio,1963384,Caroline,,Innere Stadt,48.20904,16.37182,Entire home/apt,100,31,94,2024-07-29,0.62,1,318,2,
392756,VCA4 Palais Brambilla – classic studio city views,1833176,Markus,,Innere Stadt,48.21564,16.37199,Entire home/apt,91,32,42,2024-06-11,0.29,3,178,1,
392757,VCA3  Palais Brambilla - studio with city views,1833176,Markus,,Innere Stadt,48.21496,16.37161,Entire home/apt,,32,131,2024-06-15,0.84,3,57,1,
393961,City Apartment 2- Palais Brambilla - 1920ies style,1833176,Markus,,Innere Stadt,48.21318,16.37486,Entire home/apt,104,32,90,2023-12-30,0.63,3,233,0,
404083,nice apartment in central location,2015270,Christoph,,Leopoldstadt,48.2184,16.39906,Entire home/apt,55,31,286,2024-10-25,1.83,2,0,19,
404657,"Sunny, quiet and central apartment with terrace",1693552,Joseph,,Mariahilf,48.19447,16.35099,Entire home/apt,73,180,61,2023-04-23,0.60,1,247,0,
422021,Designer Studio at the Heart of Vienna,518644,Michael,,Margareten,48.19353,16.36057,Entire home/apt,69,1,116,2025-02-16,1.04,32,128,35,
422063,Min 1 Month Be at the center with private bathroom,518644,Michael,,Margareten,48.19536,16.35912,Private room,41,30,27,2022-10-31,0.37,32,341,0,
429729,At Center Modern furnished studio for long term,518644,Michael,,Margareten,48.19407,16.35876,Entire home/apt,,30,24,2020-09-13,0.15,32,365,0,
429820,LONG TERM Center Room +private shower+sink,518644,Michael,,Margareten,48.19465,16.36058,Private room,27,30,24,2023-10-18,0.15,32,1,0,
429821,Center room+private shower+sink,518644,Michael,,Margareten,48.19369,16.35899,Private room,27,30,1,2019-03-11,0.01,32,0,0,
432365,VIENNA CENTER – BELVEDERE 23,2150005,Ramona & Alex,,Landstra§e,48.19306,16.38798,Entire home/apt,72,5,544,2025-02-16,3.50,4,2,45,
435239,Direct at the center near state opera house studio,518644,Michael,,Margareten,48.1935,16.35862,Entire home/apt,,1,41,2025-02-14,0.36,32,314,8,
435240,"Center Opera modern, light and quiet Apt",518644,Michael,,Margareten,48.19532,16.35901,Entire home/apt,73,1,111,2025-02-02,0.98,32,178,41,
455314,"Central, quiet, fully equipped",2262994,Peter,,Rudolfsheim-Fnfhaus,48.19983,16.33778,Entire home/apt,76,1,887,2025-02-23,5.73,2,0,97,
