id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30518744,Schlössel Apartment 23,228226640,Rifat,,Josefstadt,48.21379,16.3521,Entire home/apt,149,1,2,2021-11-21,0.03,4,82,0,
30521403,Hundertwasser-House View (City Center),229035952,Amin,,Landstra§e,48.20871,16.39401,Entire home/apt,,2,10,2025-01-04,0.13,1,0,1,
30546528,"Rooftop privat room, Vienna City Center",28649127,Leo,,Leopoldstadt,48.22389,16.40069,Private room,,1,3,2018-12-31,0.04,1,0,0,
30560326,Family Lounge close to Vienna Central Station,13700645,Stefan,,Margareten,48.18266,16.35941,Entire home/apt,,3,48,2024-12-22,0.63,4,0,2,
30581582,Gemütliche Einzimmerwohnung Nähe Hauptbahnhof,159068869,Roman,,Favoriten,48.18033,16.37238,Entire home/apt,56,5,32,2024-12-18,0.42,5,0,8,
30612938,Apartment in the city centre,22835213,Nina,,Innere Stadt,48.21137,16.38212,Entire home/apt,,7,68,2019-09-01,0.90,4,0,0,
30626528,!!Room for 1 lady!!,163445926,Tetiana,,Dbling,48.24269,16.3179,Private room,,5,0,,,1,0,0,
30692090,★Spacious apartment (70m2)★15 min from city center,95007570,Daniel,,Hernals,48.21817,16.33037,Entire home/apt,89,30,139,2024-11-30,1.83,7,253,16,
30692901,Nostalgische Wohnung in Grünruhelage nahe Zentrum,229740965,Ida,,Whring,48.23573,16.31779,Entire home/apt,101,3,38,2025-01-18,0.53,2,308,5,
30699979,Neu renovierte Altbauwohnung - 1 min zur U-Bahn!,15227561,Doris,,Brigittenau,48.23654,16.37919,Entire home/apt,,2,5,2019-05-01,0.07,1,0,0,
30702282,16 C&J's apartments,118965986,Claudia,,Ottakring,48.22142,16.31801,Entire home/apt,52,1,84,2024-12-23,1.11,2,15,3,
30705691,Central & Modern apartment,53856009,Alexandra,,Wieden,48.19676223159089,16.372191350241273,Entire home/apt,,2,6,2024-01-06,0.31,1,0,0,
30705711,Cozy student apartment close to central station,129402341,Alina,,Wieden,48.18642,16.37045,Private room,,1,2,2018-12-30,0.03,1,0,0,
30708341,"Penthouse Feeling, Blick übers südliche Wien",214746691,Karl,,Liesing,48.13736,16.35265,Entire home/apt,,3,33,2020-01-01,0.44,1,0,0,
30713150,In Balance - Rest in the Center,226825577,Jakob Andreas,,Leopoldstadt,48.21445,16.38298,Private room,,2,6,2019-01-27,0.08,4,0,0,
30713213,Cosy Cave - Relax in the Center,226825577,Jakob Andreas,,Leopoldstadt,48.21614,16.38212,Private room,,2,28,2020-03-15,0.37,4,0,0,
30720426,a nice place to stay in Vienna in 16th district,229950888,Andrea,,Ottakring,48.20918,16.33756,Private room,,1,1,2018-12-30,0.01,1,0,0,
30721228,Cosy retreat - Apartment in Vienna’s wine area,27775775,Rene,,Dbling,48.25862,16.36202,Entire home/apt,39,1,67,2025-03-03,3.52,71,310,45,
30732734,Luxury-Living above Vienna,30574908,Philipp,,Hernals,48.23502,16.28258,Private room,,4,4,2019-06-16,0.06,2,0,0,
30746109,Cute Artsy Flat in the City Centre PILGRAMGASSE,92080758,Olivia,,Margareten,48.18809,16.35296,Entire home/apt,,10,0,,,1,0,0,
30758208,Private city apartment (+balcony) @ UNO City+Metro,92948147,Suikai,,Donaustadt,48.23644,16.42468,Entire home/apt,,2,3,2022-04-02,0.04,1,0,0,
30760380,"Little apartment ,32m2 ( 15 min to City center)",67694335,Zulfiia,,Alsergrund,48.21733,16.34262,Entire home/apt,37,13,50,2025-02-02,1.45,1,203,17,
30761354,Quiet flat with excellent transportation,27047578,Laszlo,,Meidling,48.17987,16.33429,Entire home/apt,,3,39,2020-08-07,0.52,1,0,0,
30762807,Schlössel Apartment 17,228226640,Rifat,,Josefstadt,48.2135,16.35413,Entire home/apt,199,1,6,2023-08-07,0.09,4,19,0,
30778973,5 Min to City Center * Your Wellbeing Home,35614443,Margit & Herbert,,Landstra§e,48.18867,16.39888,Entire home/apt,139,2,81,2024-08-07,1.07,4,64,1,
30784680,Fall in Love with Vienna...Here!,102024447,Jack,,Leopoldstadt,48.21459,16.38281,Private room,34,2,179,2025-01-28,2.44,2,25,37,
30784933,Elegant and cozy apartment near City Center,230326095,Elena,,Meidling,48.17905,16.32982,Entire home/apt,,1,34,2020-01-02,0.45,1,0,0,
30785172,Fall in Love with Vienna -- Here!,102024447,Jack,,Leopoldstadt,48.2161,16.38431,Private room,31,2,177,2025-02-23,2.37,2,31,29,
30786866,Penthouse Loft in Updated Historical Building,184084037,Ekaterina,,Innere Stadt,48.2092,16.36777,Entire home/apt,,2,54,2020-06-14,0.72,3,0,0,
30803555,Loft next to Prater for up to 4,37538177,Rodani,,Leopoldstadt,48.2210522,16.3880262,Entire home/apt,55,1,0,,,3,328,0,
30804585,Modern CityCenter Apartment with Skyline View,77480001,Elisabeth,,Innere Stadt,48.21173,16.37717,Entire home/apt,88,2,231,2025-01-08,3.07,11,169,45,
30808563,zentrale Stilwohnung bei Volksoper-WLAN 75/15 Mbps,44287689,Gregor,,Alsergrund,48.22401,16.35195,Entire home/apt,,3,49,2025-01-01,0.65,6,0,11,
30815797,Skyflats Vienna Belle View,20068276,Wilfried,,Josefstadt,48.21319,16.34066,Entire home/apt,266,30,5,2023-09-29,0.07,10,318,0,
30816048,Apt near City 3 guests 1.02 Prestigeapartments,14070533,Prestige Apartments Sabrina,,Alsergrund,48.215023,16.350889,Entire home/apt,90,30,16,2024-10-07,0.24,46,39,4,
30818570,"Family, mobility friendly apartment",230535153,Rita,,Penzing,48.19898,16.30735,Entire home/apt,74,4,59,2023-10-01,0.78,1,92,0,
30818782,Luxury Studio Apartment in Center 3.22,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21397,16.35012,Entire home/apt,99,30,2,2024-11-08,0.09,46,62,1,
30834610,Spacious Apartment Schönbrunn,35529733,Ana,,Meidling,48.16885,16.30237,Entire home/apt,,1,16,2019-08-24,0.21,1,0,0,
30852865,Apartement 14 A,59901172,Rudolf,,Margareten,48.19195,16.35928,Entire home/apt,,2,54,2023-12-10,0.75,6,0,0,
30855230,Stylish comfort/spacious apt close to Opera,151922918,Michaela,,Wieden,48.19659,16.36921,Entire home/apt,459,1,43,2025-01-06,0.57,1,175,4,
30905421,Modern & Warm City Apartment,66040140,Sascha & Marina,,Favoriten,48.17354,16.39322,Entire home/apt,67,1,127,2025-01-05,1.68,44,331,5,
30923036,Linzerstrasse Top 6A,54441651,Vienna Stay Apartments,,Penzing,48.20432,16.25427,Entire home/apt,88,1,4,2024-08-29,0.06,45,1,1,
30924651,Luxury Studio in Center 3.17,14070533,Prestige Apartments Sabrina,,Josefstadt,48.2139799973897,16.350040077419404,Hotel room,90,30,27,2024-08-14,0.36,46,60,3,
30926474,"Typical Viennese & cosy apartment,  best location",29756783,Loïc,,Wieden,48.19651,16.37098,Entire home/apt,,3,15,2024-09-09,0.20,1,0,2,
30932072,Cozy apartment in the heart of Vienna,54208959,Iulian,,Margareten,48.18963,16.35159,Entire home/apt,55,2,42,2024-08-19,0.56,1,4,3,
